TITLE     = "Periodic hill -- zeta stretched"
VARIABLES = "x corner"
"y corner"
ZONE T="gamma=5.0_alpha=0.5"
 I=177, J=65, K=1,F=POINT
DT=(SINGLE SINGLE )
 -2.328310045E-10  2.800000086E-02
  1.079999958E-03  2.800000086E-02
  2.159999916E-03  2.800000086E-02
  3.239999991E-03  2.799890004E-02
  4.319999833E-03  2.795520052E-02
  5.400000140E-03  2.786299959E-02
  6.479999982E-03  2.770639956E-02
  7.559999824E-03  2.746929973E-02
  8.639999665E-03  2.713550068E-02
  9.720000438E-03  2.669060044E-02
  1.080000028E-02  2.613740042E-02
  1.188000012E-02  2.549000084E-02
  1.295999996E-02  2.476260066E-02
  1.403999981E-02  2.396959998E-02
  1.512879971E-02  2.311789989E-02
  1.622650027E-02  2.221909910E-02
  1.733309962E-02  2.128520049E-02
  1.844869927E-02  2.032900043E-02
  1.957339980E-02  1.936360076E-02
  2.070729993E-02  1.840250008E-02
  2.185039967E-02  1.745060086E-02
  2.300279960E-02  1.650639996E-02
  2.416460030E-02  1.556850038E-02
  2.533590049E-02  1.463519968E-02
  2.651670016E-02  1.370450016E-02
  2.770720050E-02  1.277470030E-02
  2.890730090E-02  1.184379961E-02
  3.011720069E-02  1.090960018E-02
  3.133700043E-02  9.972100146E-03
  3.256670013E-02  9.037029929E-03
  3.380639851E-02  8.111690171E-03
  3.505630046E-02  7.203700021E-03
  3.631630167E-02  6.321060006E-03
  3.758659959E-02  5.472150166E-03
  3.886720166E-02  4.665710032E-03
  4.015820101E-02  3.910900094E-03
  4.145979881E-02  3.215450095E-03
  4.277199879E-02  2.582170069E-03
  4.409480095E-02  2.013029996E-03
  4.542849958E-02  1.510070055E-03
  4.677300155E-02  1.075370004E-03
  4.812840000E-02  7.110669976E-04
  4.949489981E-02  4.193430068E-04
  5.087260157E-02  2.024449932E-04
  5.226140097E-02  6.266870332E-05
  5.366159976E-02  2.369290087E-06
  5.507320166E-02  0.000000000E+00
  5.649629980E-02  0.000000000E+00
  5.793090165E-02  0.000000000E+00
  5.937730148E-02  0.000000000E+00
  6.083539873E-02  0.000000000E+00
  6.230539829E-02  0.000000000E+00
  6.378740072E-02  0.000000000E+00
  6.528150290E-02  0.000000000E+00
  6.678769737E-02  0.000000000E+00
  6.830620021E-02  0.000000000E+00
  6.983710080E-02  0.000000000E+00
  7.138050348E-02  0.000000000E+00
  7.293640077E-02  0.000000000E+00
  7.450500131E-02  0.000000000E+00
  7.608640194E-02  0.000000000E+00
  7.768060267E-02  0.000000000E+00
  7.928790152E-02  0.000000000E+00
  8.090820163E-02  0.000000000E+00
  8.254180104E-02  0.000000000E+00
  8.418860286E-02  0.000000000E+00
  8.584889770E-02  0.000000000E+00
  8.752270043E-02  0.000000000E+00
  8.921010047E-02  0.000000000E+00
  9.091129899E-02  0.000000000E+00
  9.262630343E-02  0.000000000E+00
  9.435530007E-02  0.000000000E+00
  9.609840065E-02  0.000000000E+00
  9.785570204E-02  0.000000000E+00
  9.962730110E-02  0.000000000E+00
  1.014133021E-01  0.000000000E+00
  1.032138988E-01  0.000000000E+00
  1.050292030E-01  0.000000000E+00
  1.068591997E-01  0.000000000E+00
  1.087040976E-01  0.000000000E+00
  1.105640978E-01  0.000000000E+00
  1.124392971E-01  0.000000000E+00
  1.143297032E-01  0.000000000E+00
  1.162355021E-01  0.000000000E+00
  1.181567982E-01  0.000000000E+00
  1.200938001E-01  0.000000000E+00
  1.220465973E-01  0.000000000E+00
  1.240151972E-01  0.000000000E+00
  1.260000020E-01  0.000000000E+00
  1.279847026E-01  0.000000000E+00
  1.299533993E-01  0.000000000E+00
  1.319061071E-01  0.000000000E+00
  1.338430941E-01  0.000000000E+00
  1.357644051E-01  0.000000000E+00
  1.376702935E-01  0.000000000E+00
  1.395606995E-01  0.000000000E+00
  1.414358020E-01  0.000000000E+00
  1.432957947E-01  0.000000000E+00
  1.451406926E-01  0.000000000E+00
  1.469707936E-01  0.000000000E+00
  1.487859935E-01  0.000000000E+00
  1.505866051E-01  0.000000000E+00
  1.523727030E-01  0.000000000E+00
  1.541443020E-01  0.000000000E+00
  1.559015960E-01  0.000000000E+00
  1.576445997E-01  0.000000000E+00
  1.593735963E-01  0.000000000E+00
  1.610887051E-01  0.000000000E+00
  1.627898961E-01  0.000000000E+00
  1.644773036E-01  0.000000000E+00
  1.661511064E-01  0.000000000E+00
  1.678113043E-01  0.000000000E+00
  1.694581956E-01  0.000000000E+00
  1.710917056E-01  0.000000000E+00
  1.727121025E-01  0.000000000E+00
  1.743192971E-01  0.000000000E+00
  1.759136021E-01  0.000000000E+00
  1.774948984E-01  0.000000000E+00
  1.790634990E-01  0.000000000E+00
  1.806194931E-01  0.000000000E+00
  1.821628064E-01  0.000000000E+00
  1.836937070E-01  0.000000000E+00
  1.852121949E-01  0.000000000E+00
  1.867184043E-01  0.000000000E+00
  1.882124990E-01  0.000000000E+00
  1.896944940E-01  0.000000000E+00
  1.911644936E-01  0.000000000E+00
  1.926226020E-01  0.000000000E+00
  1.940689981E-01  0.000000000E+00
  1.955036968E-01  0.000000000E+00
  1.969266981E-01  0.000000000E+00
  1.983383000E-01  2.371150003E-06
  1.997385025E-01  6.266310083E-05
  2.011273950E-01  2.024379937E-04
  2.025050074E-01  4.193260102E-04
  2.038715035E-01  7.110459846E-04
  2.052268982E-01  1.075339969E-03
  2.065714002E-01  1.510040020E-03
